"MTU","Out Area","In Area","Physical Flow (MW)"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","France (FR)","Spain (ES)","2218.60"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","France (FR)","Switzerland (CH)","2053.40"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","France (FR)","United Kingdom (GB-CTY)","2098.80"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","Belgium (BE)","France (FR)","752.70"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","France (FR)","Germany (DE)","1016.01"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","France (FR)","Italy (IT)","1937.01"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","France (FR)","Spain (ES)","2054.08"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","France (FR)","Switzerland (CH)","2165.87"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","France (FR)","United Kingdom (GB-CTY)","2194.75"
"03/01/2026 12:00:00 - 03/01/2026 13:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","Belgium (BE)","France (FR)","230.25"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","France (FR)","Germany (DE)","1313.09"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","France (FR)","Italy (IT)","2062.52"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","France (FR)","Spain (ES)","3079.68"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","France (FR)","Switzerland (CH)","2415.73"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","France (FR)","United Kingdom (GB-CTY)","2358.69"
"03/01/2026 13:00:00 - 03/01/2026 14:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","France (FR)","Belgium (BE)","128.64"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","Belgium (BE)","France (FR)","0.00"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","France (FR)","Germany (DE)","1890.03"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","France (FR)","Italy (IT)","2446.93"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","France (FR)","Spain (ES)","3150.18"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","France (FR)","Switzerland (CH)","2891.04"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","France (FR)","United Kingdom (GB-CTY)","2348.25"
"03/01/2026 14:00:00 - 03/01/2026 15:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","France (FR)","Belgium (BE)","445.04"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","Belgium (BE)","France (FR)","0.00"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","France (FR)","Germany (DE)","2338.49"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","France (FR)","Italy (IT)","2864.64"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","France (FR)","Spain (ES)","1679.85"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","France (FR)","Switzerland (CH)","2789.05"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","France (FR)","United Kingdom (GB-CTY)","1706.97"
"03/01/2026 15:00:00 - 03/01/2026 16:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","France (FR)","Belgium (BE)","416.70"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","Belgium (BE)","France (FR)","0.00"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","France (FR)","Germany (DE)","2568.51"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","France (FR)","Italy (IT)","3254.23"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","Spain (ES)","France (FR)","168.03"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","France (FR)","Switzerland (CH)","2914.37"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","France (FR)","United Kingdom (GB-CTY)","1692.37"
"03/01/2026 16:00:00 - 03/01/2026 17:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","France (FR)","Belgium (BE)","182.10"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","Belgium (BE)","France (FR)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","France (FR)","Germany (DE)","2095.94"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","France (FR)","Italy (IT)","3412.37"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","Spain (ES)","France (FR)","1988.56"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","France (FR)","Switzerland (CH)","2618.45"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","France (FR)","United Kingdom (GB-CTY)","2224.40"
"03/01/2026 17:00:00 - 03/01/2026 18:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","Belgium (BE)","France (FR)","937.25"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","France (FR)","Germany (DE)","1217.63"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","France (FR)","Italy (IT)","3192.92"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","Spain (ES)","France (FR)","2120.02"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","France (FR)","Switzerland (CH)","2079.61"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","France (FR)","United Kingdom (GB-CTY)","2726.41"
"03/01/2026 18:00:00 - 03/01/2026 19:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","Belgium (BE)","France (FR)","1797.10"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","France (FR)","Germany (DE)","739.35"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","France (FR)","Italy (IT)","3013.58"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","Spain (ES)","France (FR)","1998.86"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","France (FR)","Switzerland (CH)","1784.84"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","France (FR)","United Kingdom (GB-CTY)","2813.13"
"03/01/2026 19:00:00 - 03/01/2026 20:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","Belgium (BE)","France (FR)","1694.94"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","France (FR)","Germany (DE)","955.33"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","France (FR)","Italy (IT)","2914.57"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","Spain (ES)","France (FR)","1919.11"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","France (FR)","Switzerland (CH)","1946.01"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","France (FR)","United Kingdom (GB-CTY)","2554.03"
"03/01/2026 20:00:00 - 03/01/2026 21:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","Belgium (BE)","France (FR)","1624.03"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","France (FR)","Germany (DE)","814.42"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","France (FR)","Italy (IT)","2527.15"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","Spain (ES)","France (FR)","533.49"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","France (FR)","Switzerland (CH)","1970.84"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","France (FR)","United Kingdom (GB-CTY)","1742.03"
"03/01/2026 21:00:00 - 03/01/2026 22:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","Belgium (BE)","France (FR)","1982.90"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","France (FR)","Germany (DE)","608.29"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","France (FR)","Italy (IT)","2324.07"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","Spain (ES)","France (FR)","1009.63"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","France (FR)","Switzerland (CH)","1863.43"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","France (FR)","United Kingdom (GB-CTY)","1839.83"
"03/01/2026 22:00:00 - 03/01/2026 23:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","Belgium (BE)","France (FR)","2162.42"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","France (FR)","Germany (DE)","502.21"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","France (FR)","Italy (IT)","1851.17"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","Spain (ES)","France (FR)","1763.43"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","France (FR)","Switzerland (CH)","1702.97"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","France (FR)","United Kingdom (GB-CTY)","1938.98"
"03/01/2026 23:00:00 - 04/01/2026 00:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","Belgium (BE)","France (FR)","2291.50"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","France (FR)","Germany (DE)","125.38"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","France (FR)","Italy (IT)","1679.88"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","Spain (ES)","France (FR)","1926.92"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","France (FR)","Switzerland (CH)","1538.03"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","France (FR)","United Kingdom (GB-CTY)","1768.81"
"04/01/2026 00:00:00 - 04/01/2026 01:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","Belgium (BE)","France (FR)","2520.20"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","France (FR)","Germany (DE)","0.00"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","Germany (DE)","France (FR)","160.44"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","France (FR)","Italy (IT)","1589.17"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","Spain (ES)","France (FR)","2034.04"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","France (FR)","Switzerland (CH)","1463.75"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","France (FR)","United Kingdom (GB-CTY)","1528.00"
"04/01/2026 01:00:00 - 04/01/2026 02:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","Belgium (BE)","France (FR)","2168.46"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","France (FR)","Germany (DE)","0.00"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","Germany (DE)","France (FR)","191.13"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","France (FR)","Italy (IT)","1628.24"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","Spain (ES)","France (FR)","2340.32"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","France (FR)","Switzerland (CH)","1466.42"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","France (FR)","United Kingdom (GB-CTY)","1646.54"
"04/01/2026 02:00:00 - 04/01/2026 03:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","Belgium (BE)","France (FR)","2305.14"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","France (FR)","Germany (DE)","65.54"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","France (FR)","Italy (IT)","1632.06"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","Spain (ES)","France (FR)","2522.78"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","France (FR)","Switzerland (CH)","1841.43"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","France (FR)","United Kingdom (GB-CTY)","1899.75"
"04/01/2026 03:00:00 - 04/01/2026 04:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","Belgium (BE)","France (FR)","1782.90"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","France (FR)","Germany (DE)","276.56"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","France (FR)","Italy (IT)","1613.99"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","Spain (ES)","France (FR)","2947.39"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","France (FR)","Switzerland (CH)","1845.41"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","France (FR)","United Kingdom (GB-CTY)","1827.13"
"04/01/2026 04:00:00 - 04/01/2026 05:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","Belgium (BE)","France (FR)","1952.57"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","France (FR)","Germany (DE)","141.61"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","France (FR)","Italy (IT)","1640.66"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","Spain (ES)","France (FR)","3099.25"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","France (FR)","Switzerland (CH)","1837.53"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","France (FR)","United Kingdom (GB-CTY)","1666.31"
"04/01/2026 05:00:00 - 04/01/2026 06:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","Belgium (BE)","France (FR)","2132.92"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","France (FR)","Germany (DE)","83.22"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","Germany (DE)","France (FR)","0.00"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","France (FR)","Italy (IT)","1745.72"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","Italy (IT)","France (FR)","0.00"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","France (FR)","Luxembourg (LU)","n/e"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","Luxembourg (LU)","France (FR)","n/e"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","France (FR)","Spain (ES)","0.00"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","Spain (ES)","France (FR)","2915.29"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","France (FR)","Switzerland (CH)","1718.52"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","Switzerland (CH)","France (FR)","0.00"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","France (FR)","United Kingdom (GB-CTY)","1501.83"
"04/01/2026 06:00:00 - 04/01/2026 07:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","France (FR)","Belgium (BE)","0.00"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","Belgium (BE)","France (FR)","2277.90"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","France (FR)","Germany (DE)","152.67"
"04/01/2026 07:00:00 - 04/01/2026 08:00:00","Germany (DE)","France (FR)","0.00"
